"X" "x" "date_time" "timestamp" "day" "time" "time_numeric" "time_shifted" "post" "media" "link" "post_lower" "tokens"
"1" 2 "Donald J. Trump @realDonaldTrump · April 11, 2025, 10:05 PM   Original Post" "April 11, 2025, 10:05 PM" 2025-04-11 22:05:00 2025-04-11 "22:05" 22.0833333333333 10.0833333333333 "" 1 0 "" 
