"timestamp","N","dummy","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","total_sentiment","total_posneg","prop_anger","prop_anticipation","prop_disgust","prop_fear","prop_joy","prop_sadness","prop_surprise","prop_trust","prop_negative","prop_positive","total_tariff","total_trade"
2010-09-30 15:00:00,1,1,0,1,0,0,1,0,1,1,0,1,4,1,0,0.25,0,0,0.25,0,0.25,0.25,0,1,0,0
2010-10-01 15:00:00,1,1,0,1,0,0,1,0,1,2,0,1,5,1,0,0.2,0,0,0.2,0,0.2,0.4,0,1,0,0
2010-10-06 13:00:00,1,1,0,2,0,0,1,0,1,2,0,3,6,3,0,0.333333333333333,0,0,0.166666666666667,0,0.166666666666667,0.333333333333333,0,1,0,0
2010-10-07 14:00:00,2,1,0,1,0,0,2,0,2,1,1,2,6,3,0,0.166666666666667,0,0,0.333333333333333,0,0.333333333333333,0.166666666666667,0.333333333333333,0.666666666666667,0,0
2010-10-14 14:00:00,1,1,0,1,0,1,0,0,0,1,1,0,3,1,0,0.333333333333333,0,0.333333333333333,0,0,0,0.333333333333333,1,0,0,0
2010-10-14 17:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-10-21 16:00:00,1,1,0,1,0,0,1,0,2,1,2,1,5,3,0,0.2,0,0,0.2,0,0.4,0.2,0.666666666666667,0.333333333333333,0,0
2010-10-27 13:00:00,1,1,0,2,0,0,1,0,0,2,0,2,5,2,0,0.4,0,0,0.2,0,0,0.4,0,1,0,0
2010-10-28 18:00:00,1,1,0,1,0,0,1,1,2,1,1,1,6,2,0,0.166666666666667,0,0,0.166666666666667,0.166666666666667,0.333333333333333,0.166666666666667,0.5,0.5,0,0
2010-11-03 20:00:00,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-11-04 15:00:00,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-11-11 15:00:00,1,1,0,1,0,1,1,0,1,3,0,2,7,2,0,0.142857142857143,0,0.142857142857143,0.142857142857143,0,0.142857142857143,0.428571428571429,0,1,0,0
2010-11-15 19:00:00,1,1,0,1,0,0,1,0,1,1,0,1,4,1,0,0.25,0,0,0.25,0,0.25,0.25,0,1,0,0
2010-11-18 15:00:00,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0
2010-11-18 17:00:00,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-11-22 17:00:00,1,1,0,1,0,0,1,0,1,2,0,4,5,4,0,0.2,0,0,0.2,0,0.2,0.4,0,1,0,0
2010-11-24 15:00:00,1,1,0,2,1,1,2,0,0,0,1,3,6,4,0,0.333333333333333,0.166666666666667,0.166666666666667,0.333333333333333,0,0,0,0.25,0.75,0,0
2010-11-24 17:00:00,1,1,0,2,0,0,1,1,1,1,1,1,6,2,0,0.333333333333333,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.5,0.5,0,0
2010-11-24 18:00:00,1,1,0,1,0,0,2,0,0,1,0,2,4,2,0,0.25,0,0,0.5,0,0,0.25,0,1,0,0
