"","timestamp","open","high","low","close","volume"
"1",2021-08-02 09:30:00,38.4,38.41,38.38,38.39,30743
"2",2021-08-02 09:31:00,38.4,38.43,38.38,38.38,13162
"3",2021-08-02 09:32:00,38.4,38.41,38.4,38.41,1924
"4",2021-08-02 09:33:00,38.4,38.4,38.39,38.4,10500
"5",2021-08-02 09:34:00,38.4,38.435,38.4,38.435,23964
"6",2021-08-02 09:35:00,38.44,38.45,38.41,38.42,17987
"7",2021-08-02 09:36:00,38.42,38.4201,38.41,38.42,4600
"8",2021-08-02 09:37:00,38.42,38.42,38.415,38.415,400
"9",2021-08-02 09:38:00,38.415,38.42,38.415,38.42,1100
"10",2021-08-02 09:39:00,38.42,38.42,38.4073,38.41,12968
"11",2021-08-02 09:40:00,38.41,38.41,38.39,38.4,16535
"12",2021-08-02 09:41:00,38.39,38.39,38.385,38.39,5194
"13",2021-08-02 09:42:00,38.39,38.4,38.39,38.4,2771
"14",2021-08-02 09:43:00,38.4,38.41,38.385,38.39,8703
"15",2021-08-02 09:44:00,38.39,38.39,38.39,38.39,200
"16",2021-08-02 09:45:00,38.38,38.39,38.38,38.38,300
"17",2021-08-02 09:46:00,38.38,38.39,38.38,38.39,16451
"18",2021-08-02 09:47:00,38.39,38.39,38.37,38.37,7212
"19",2021-08-02 09:48:00,38.36,38.37,38.36,38.37,500
"20",2021-08-02 09:49:00,38.36,38.36,38.35,38.36,14000
"21",2021-08-02 09:50:00,38.36,38.365,38.35,38.35,7600
"22",2021-08-02 09:51:00,38.34,38.345,38.32,38.33,31141
"23",2021-08-02 09:52:00,38.33,38.335,38.33,38.33,9800
"24",2021-08-02 09:53:00,38.34,38.35,38.34,38.35,5550
"25",2021-08-02 09:54:00,38.35,38.365,38.35,38.36,2095
"26",2021-08-02 09:55:00,38.37,38.37,38.36,38.36,5975
"27",2021-08-02 09:56:00,38.36,38.37,38.36,38.37,6494
"28",2021-08-02 09:57:00,38.37,38.37,38.37,38.37,300
"29",2021-08-02 09:58:00,38.365,38.365,38.365,38.365,300
"30",2021-08-02 09:59:00,38.365,38.365,38.36,38.36,500
"31",2021-08-02 10:00:00,38.36,38.365,38.355,38.36,3200
"32",2021-08-02 10:01:00,38.37,38.38,38.37,38.38,1700
"33",2021-08-02 10:02:00,38.37,38.375,38.37,38.375,400
"34",2021-08-02 10:03:00,38.38,38.395,38.38,38.395,3500
"35",2021-08-02 10:04:00,38.39,38.395,38.39,38.39,2644
"36",2021-08-02 10:05:00,38.39,38.405,38.3871,38.3871,9706
"37",2021-08-02 10:06:00,38.38,38.395,38.38,38.39,3690
"38",2021-08-02 10:07:00,38.39,38.395,38.385,38.39,6296
