Date,Close,Volume
2025-04-08T14:05:00.000Z,524.08,"430,667.00"
2025-04-08T14:06:00.000Z,522.9,"348,317.00"
2025-04-08T14:07:00.000Z,522.64,"446,787.00"
2025-04-08T14:08:00.000Z,523.04,"256,047.00"
2025-04-08T14:09:00.000Z,524.06,"347,166.00"
2025-04-08T14:10:00.000Z,523.11,"294,000.00"
2025-04-08T14:11:00.000Z,523.09,"207,520.00"
2025-04-08T14:12:00.000Z,523.49,"283,538.00"
2025-04-08T14:13:00.000Z,523.71,"179,119.00"
2025-04-08T14:14:00.000Z,523.78,"264,916.00"
2025-04-08T14:15:00.000Z,524.02,"231,246.00"
2025-04-08T14:16:00.000Z,523.72,"268,939.00"
2025-04-08T14:17:00.000Z,524.87,"406,836.00"
2025-04-08T14:18:00.000Z,524.24,"440,602.00"
2025-04-08T14:19:00.000Z,524.04,"224,802.00"
2025-04-08T14:20:00.000Z,524.03,"205,814.00"
2025-04-08T14:21:00.000Z,524.66,"222,219.00"
2025-04-08T14:22:00.000Z,523.75,"224,893.00"
2025-04-08T14:23:00.000Z,523.76,"259,635.00"
2025-04-08T14:24:00.000Z,523.05,"224,848.00"
2025-04-08T14:25:00.000Z,523.35,"364,972.00"
2025-04-08T14:26:00.000Z,523.73,"136,702.00"
2025-04-08T14:27:00.000Z,524.49,"422,258.00"
2025-04-08T14:28:00.000Z,524.64,"622,498.00"
2025-04-08T14:29:00.000Z,523.37,"267,957.00"
2025-04-08T14:30:00.000Z,522.86,"467,431.00"
2025-04-08T14:31:00.000Z,522.86,"267,755.00"
2025-04-08T14:32:00.000Z,523.29,"201,552.00"
2025-04-08T14:33:00.000Z,523.12,"222,394.00"
2025-04-08T14:34:00.000Z,523.85,"136,128.00"
2025-04-08T14:35:00.000Z,523.31,"138,849.00"
2025-04-08T14:36:00.000Z,523.36,"152,082.00"
2025-04-08T14:37:00.000Z,523.22,"165,591.00"
2025-04-08T14:38:00.000Z,523.64,"167,786.00"
2025-04-08T14:39:00.000Z,523.8,"180,623.00"
2025-04-08T14:40:00.000Z,523.4,"194,051.00"
2025-04-08T14:41:00.000Z,522.78,"493,203.00"
2025-04-08T14:42:00.000Z,522.48,"194,385.00"
2025-04-08T14:43:00.000Z,521.97,"395,125.00"
2025-04-08T14:44:00.000Z,521.55,"268,597.00"
2025-04-08T14:45:00.000Z,521.78,"345,895.00"
2025-04-08T14:46:00.000Z,521.71,"185,518.00"
2025-04-08T14:47:00.000Z,521.38,"189,944.00"
2025-04-08T14:48:00.000Z,521.21,"391,154.00"
2025-04-08T14:49:00.000Z,520.83,"332,572.00"
2025-04-08T14:50:00.000Z,520.38,"81,019.00"
2025-04-08T14:51:00.000Z,,
2025-04-08T14:52:00.000Z,520.47,"531,497.00"
2025-04-08T14:53:00.000Z,519.97,"243,752.00"
2025-04-08T14:54:00.000Z,519.75,"194,905.00"
2025-04-08T14:55:00.000Z,519.52,"245,072.00"
2025-04-08T14:56:00.000Z,519.05,"279,484.00"
2025-04-08T14:57:00.000Z,518.45,"253,273.00"
2025-04-08T14:58:00.000Z,518.46,"261,052.00"
2025-04-08T14:59:00.000Z,517.85,"199,599.00"
2025-04-08T15:00:00.000Z,518.05,"339,184.00"
2025-04-08T15:01:00.000Z,518.77,"262,542.00"
2025-04-08T15:02:00.000Z,518.91,"257,850.00"
2025-04-08T15:03:00.000Z,518.97,"186,560.00"
2025-04-08T15:04:00.000Z,518.9,"149,741.00"
2025-04-08T15:05:00.000Z,518.58,"178,410.00"
2025-04-08T15:06:00.000Z,517.94,"193,851.00"
2025-04-08T15:07:00.000Z,518.15,"242,514.00"
2025-04-08T15:08:00.000Z,517.23,"293,978.00"
2025-04-08T15:09:00.000Z,517.71,"261,710.00"
2025-04-08T15:10:00.000Z,517.4,"189,778.00"
2025-04-08T15:11:00.000Z,517.18,"135,317.00"
2025-04-08T15:12:00.000Z,516.37,"295,746.00"
2025-04-08T15:13:00.000Z,515.8,"311,643.00"
2025-04-08T15:14:00.000Z,515.87,"317,835.00"
2025-04-08T15:15:00.000Z,515.33,"258,133.00"
2025-04-08T15:16:00.000Z,514.9,"386,425.00"
2025-04-08T15:17:00.000Z,514.45,"308,259.00"
2025-04-08T15:18:00.000Z,514.73,"234,419.00"
2025-04-08T15:19:00.000Z,516.04,"584,430.00"
2025-04-08T15:20:00.000Z,516.61,"488,719.00"
2025-04-08T15:21:00.000Z,516.72,"450,387.00"
2025-04-08T15:22:00.000Z,516.19,"243,477.00"
2025-04-08T15:23:00.000Z,515.15,"354,943.00"
2025-04-08T15:24:00.000Z,514.76,"369,492.00"
2025-04-08T15:25:00.000Z,514.93,"281,143.00"
2025-04-08T15:26:00.000Z,515.22,"152,640.00"
2025-04-08T15:27:00.000Z,514.96,"206,533.00"
2025-04-08T15:28:00.000Z,514.7,"144,677.00"
2025-04-08T15:29:00.000Z,514.16,"179,309.00"
2025-04-08T15:30:00.000Z,515.17,"237,442.00"
2025-04-08T15:31:00.000Z,515.57,"185,618.00"
2025-04-08T15:32:00.000Z,515.73,"190,644.00"
2025-04-08T15:33:00.000Z,515.9,"239,768.00"
2025-04-08T15:34:00.000Z,515.83,"172,226.00"
2025-04-08T15:35:00.000Z,516.43,"234,955.00"
2025-04-08T15:36:00.000Z,516.21,"315,490.00"
2025-04-08T15:37:00.000Z,516.61,"362,222.00"
2025-04-08T15:38:00.000Z,517.6,"364,482.00"
2025-04-08T15:39:00.000Z,517.38,"180,058.00"
2025-04-08T15:40:00.000Z,518.22,"159,229.00"
2025-04-08T15:41:00.000Z,517.68,"265,543.00"
2025-04-08T15:42:00.000Z,517.52,"228,327.00"
2025-04-08T15:43:00.000Z,517.79,"140,117.00"
2025-04-08T15:44:00.000Z,517.43,"156,693.00"
2025-04-08T15:45:00.000Z,517.78,"187,403.00"
2025-04-08T15:46:00.000Z,517.13,"152,960.00"
2025-04-08T15:47:00.000Z,517.3,"136,313.00"
2025-04-08T15:48:00.000Z,516.61,"137,000.00"
2025-04-08T15:49:00.000Z,515.67,"232,313.00"
2025-04-08T15:50:00.000Z,515.27,"163,163.00"
2025-04-08T15:51:00.000Z,515.49,"227,689.00"
2025-04-08T15:52:00.000Z,514.62,"184,853.00"
2025-04-08T15:53:00.000Z,514.69,"159,626.00"
2025-04-08T15:54:00.000Z,515.6,"275,671.00"
2025-04-08T15:55:00.000Z,515.46,"334,824.00"
2025-04-08T15:56:00.000Z,516.43,"179,863.00"
2025-04-08T15:57:00.000Z,516.68,"392,312.00"
2025-04-08T15:58:00.000Z,516.93,"166,385.00"
2025-04-08T15:59:00.000Z,516.77,"103,777.00"
2025-04-08T16:00:00.000Z,515.8,"283,948.00"
2025-04-08T16:01:00.000Z,516.19,"89,314.00"
2025-04-08T16:02:00.000Z,516.3,"68,214.00"
2025-04-08T16:03:00.000Z,516.28,"97,627.00"
2025-04-08T16:04:00.000Z,516.44,"58,898.00"
2025-04-08T16:05:00.000Z,516.55,"331,125.00"
2025-04-08T16:06:00.000Z,515.86,"133,624.00"
2025-04-08T16:07:00.000Z,515.65,"442,472.00"
2025-04-08T16:08:00.000Z,515.9,"115,252.00"
2025-04-08T16:09:00.000Z,515.64,"90,596.00"
2025-04-08T16:10:00.000Z,515.91,"100,396.00"
2025-04-08T16:11:00.000Z,516.61,"605,067.00"
2025-04-08T16:12:00.000Z,516.6,"103,762.00"
2025-04-08T16:13:00.000Z,516.71,"190,203.00"
2025-04-08T16:14:00.000Z,515.35,"143,861.00"
2025-04-08T16:15:00.000Z,514.91,"195,523.00"
2025-04-08T16:16:00.000Z,514.56,"209,323.00"
2025-04-08T16:17:00.000Z,513.27,"346,470.00"
2025-04-08T16:18:00.000Z,513.25,"208,312.00"
2025-04-08T16:19:00.000Z,513.36,"129,203.00"
2025-04-08T16:20:00.000Z,512.94,"171,821.00"
2025-04-08T16:21:00.000Z,513.29,"181,753.00"
2025-04-08T16:22:00.000Z,512.21,"287,729.00"
2025-04-08T16:23:00.000Z,512.23,"178,029.00"
2025-04-08T16:24:00.000Z,512.24,"247,597.00"
2025-04-08T16:25:00.000Z,512.09,"218,826.00"
2025-04-08T16:26:00.000Z,512.28,"196,006.00"
2025-04-08T16:27:00.000Z,513.05,"420,753.00"
2025-04-08T16:28:00.000Z,513.49,"130,510.00"
2025-04-08T16:29:00.000Z,513.96,"180,357.00"
2025-04-08T16:30:00.000Z,514.13,"312,802.00"
2025-04-08T16:31:00.000Z,512.33,"1,087,243.00"
2025-04-08T16:32:00.000Z,512.56,"592,189.00"
2025-04-08T16:33:00.000Z,512.7,"323,893.00"
2025-04-08T16:34:00.000Z,511.9,"202,591.00"
2025-04-08T16:35:00.000Z,511.47,"322,338.00"
2025-04-08T16:36:00.000Z,510.97,"327,828.00"
2025-04-08T16:37:00.000Z,510.31,"488,329.00"
2025-04-08T16:38:00.000Z,509.71,"536,240.00"
2025-04-08T16:39:00.000Z,509.14,"490,631.00"
2025-04-08T16:40:00.000Z,508.12,"569,113.00"
2025-04-08T16:41:00.000Z,508.92,"448,911.00"
2025-04-08T16:42:00.000Z,507.61,"436,585.00"
2025-04-08T16:43:00.000Z,508.2,"421,567.00"
2025-04-08T16:44:00.000Z,508.54,"550,305.00"
2025-04-08T16:45:00.000Z,509.13,"552,921.00"
2025-04-08T16:46:00.000Z,509.23,"585,039.00"
2025-04-08T16:47:00.000Z,508.48,"381,860.00"
2025-04-08T16:48:00.000Z,509.61,"1,513,367.00"
2025-04-08T16:49:00.000Z,510.25,"512,842.00"
2025-04-08T16:50:00.000Z,509.61,"450,034.00"
2025-04-08T16:51:00.000Z,509.74,"283,634.00"
2025-04-08T16:52:00.000Z,510.23,"205,297.00"
2025-04-08T16:53:00.000Z,509.34,"263,086.00"
2025-04-08T16:54:00.000Z,509.27,"209,967.00"
2025-04-08T16:55:00.000Z,510.08,"122,681.00"
2025-04-08T16:56:00.000Z,508.26,"547,540.00"
2025-04-08T16:57:00.000Z,508.71,"382,633.00"
2025-04-08T16:58:00.000Z,507.89,"215,730.00"
2025-04-08T16:59:00.000Z,507.14,"301,561.00"
2025-04-08T17:00:00.000Z,506.64,"315,966.00"
2025-04-08T17:01:00.000Z,506.56,"395,232.00"
2025-04-08T17:02:00.000Z,506.65,"361,529.00"
2025-04-08T17:03:00.000Z,506.73,"227,217.00"
2025-04-08T17:04:00.000Z,507.65,"408,919.00"
2025-04-08T17:05:00.000Z,507.91,"463,557.00"
2025-04-08T17:06:00.000Z,506.99,"222,563.00"
2025-04-08T17:07:00.000Z,505.85,"367,613.00"
2025-04-08T17:08:00.000Z,505.21,"323,699.00"
2025-04-08T17:09:00.000Z,504.93,"496,448.00"
2025-04-08T17:10:00.000Z,505.45,"337,667.00"
2025-04-08T17:11:00.000Z,504.55,"469,233.00"
2025-04-08T17:12:00.000Z,504.32,"601,954.00"
2025-04-08T17:13:00.000Z,504.38,"547,566.00"
2025-04-08T17:14:00.000Z,505.08,"571,199.00"
2025-04-08T17:15:00.000Z,505.65,"613,278.00"
2025-04-08T17:16:00.000Z,505.82,"498,445.00"
2025-04-08T17:17:00.000Z,505.69,"462,954.00"
2025-04-08T17:18:00.000Z,506.26,"514,108.00"
2025-04-08T17:19:00.000Z,505.29,"334,913.00"
2025-04-08T17:20:00.000Z,504.71,"342,048.00"
2025-04-08T17:21:00.000Z,504.89,"222,523.00"
2025-04-08T17:22:00.000Z,504.06,"346,467.00"
2025-04-08T17:23:00.000Z,504.21,"375,473.00"
2025-04-08T17:24:00.000Z,504.57,"282,259.00"
2025-04-08T17:25:00.000Z,504.75,"317,351.00"
2025-04-08T17:26:00.000Z,504.19,"188,466.00"
2025-04-08T17:27:00.000Z,503.17,"278,673.00"
2025-04-08T17:28:00.000Z,502.61,"434,390.00"
2025-04-08T17:29:00.000Z,502.45,"331,331.00"
2025-04-08T17:30:00.000Z,502.32,"268,180.00"
2025-04-08T17:31:00.000Z,503.02,"224,906.00"
2025-04-08T17:32:00.000Z,503.21,"371,767.00"
2025-04-08T17:33:00.000Z,502.89,"278,169.00"
2025-04-08T17:34:00.000Z,502.27,"190,060.00"
2025-04-08T17:35:00.000Z,504.27,"1,166,284.00"
2025-04-08T17:36:00.000Z,503.46,"453,851.00"
2025-04-08T17:37:00.000Z,503.76,"369,382.00"
2025-04-08T17:38:00.000Z,504.96,"593,354.00"
2025-04-08T17:39:00.000Z,505.14,"327,298.00"
2025-04-08T17:40:00.000Z,506.17,"406,047.00"
2025-04-08T17:41:00.000Z,506.7,"387,287.00"
2025-04-08T17:42:00.000Z,507.61,"366,874.00"
2025-04-08T17:43:00.000Z,507.83,"457,974.00"
2025-04-08T17:44:00.000Z,507.78,"390,879.00"
2025-04-08T17:45:00.000Z,506.87,"438,412.00"
2025-04-08T17:46:00.000Z,505.97,"388,293.00"
2025-04-08T17:47:00.000Z,505.28,"286,736.00"
2025-04-08T17:48:00.000Z,505.88,"177,582.00"
2025-04-08T17:49:00.000Z,505.33,"146,912.00"
2025-04-08T17:50:00.000Z,505.67,"276,553.00"
2025-04-08T17:51:00.000Z,505.51,"176,696.00"
2025-04-08T17:52:00.000Z,506.67,"169,108.00"
2025-04-08T17:53:00.000Z,505.8,"148,302.00"
2025-04-08T17:54:00.000Z,505.28,"269,949.00"
2025-04-08T17:55:00.000Z,506.35,"108,232.00"
2025-04-08T17:56:00.000Z,506.5,"144,740.00"
2025-04-08T17:57:00.000Z,506.81,"150,337.00"
2025-04-08T17:58:00.000Z,506.51,"246,313.00"
2025-04-08T17:59:00.000Z,506.72,"91,490.00"
2025-04-08T18:00:00.000Z,506.4,0
2025-04-08T18:01:00.000Z,505.7,"164,123.00"
2025-04-08T18:02:00.000Z,506.38,"220,007.00"
2025-04-08T18:03:00.000Z,506.93,"293,651.00"
2025-04-08T18:04:00.000Z,505.93,"232,189.00"
2025-04-08T18:05:00.000Z,505.44,"213,890.00"
2025-04-08T18:06:00.000Z,505.22,"154,142.00"
2025-04-08T18:07:00.000Z,504.64,"245,832.00"
2025-04-08T18:08:00.000Z,504.22,"182,603.00"
2025-04-08T18:09:00.000Z,504.38,"149,164.00"
2025-04-08T18:10:00.000Z,504.08,"148,856.00"
2025-04-08T18:11:00.000Z,503.76,"113,732.00"
2025-04-08T18:12:00.000Z,503.46,"150,369.00"
2025-04-08T18:13:00.000Z,503.14,"173,397.00"
2025-04-08T18:14:00.000Z,503.4,"246,748.00"
2025-04-08T18:15:00.000Z,503.6,"280,382.00"
2025-04-08T18:16:00.000Z,504.78,"165,921.00"
2025-04-08T18:17:00.000Z,505.05,"319,262.00"
2025-04-08T18:18:00.000Z,505.32,"164,588.00"
2025-04-08T18:19:00.000Z,505.79,"291,026.00"
2025-04-08T18:20:00.000Z,505.56,"144,303.00"
2025-04-08T18:21:00.000Z,504.81,"155,619.00"
2025-04-08T18:22:00.000Z,504.54,"155,392.00"
2025-04-08T18:23:00.000Z,504.42,"270,245.00"
2025-04-08T18:24:00.000Z,504.9,"151,697.00"
2025-04-08T18:25:00.000Z,503.97,"151,124.00"
2025-04-08T18:26:00.000Z,503.77,"191,420.00"
2025-04-08T18:27:00.000Z,503.21,"145,435.00"
2025-04-08T18:28:00.000Z,502.57,"199,440.00"
2025-04-08T18:29:00.000Z,502.41,"433,254.00"
2025-04-08T18:30:00.000Z,505.94,"1,534,403.00"
2025-04-08T18:31:00.000Z,505.1,"675,264.00"
2025-04-08T18:32:00.000Z,504.37,"244,505.00"
2025-04-08T18:33:00.000Z,503.75,"223,949.00"
2025-04-08T18:34:00.000Z,503.58,"347,385.00"
2025-04-08T18:35:00.000Z,502.08,"361,033.00"
2025-04-08T18:36:00.000Z,503.12,"522,785.00"
2025-04-08T18:37:00.000Z,503.06,"387,042.00"
2025-04-08T18:38:00.000Z,502.95,"88,421.00"
2025-04-08T18:39:00.000Z,502.76,"77,630.00"
2025-04-08T18:40:00.000Z,502.39,"150,865.00"
2025-04-08T18:41:00.000Z,502.16,"115,911.00"
2025-04-08T18:42:00.000Z,501.74,"164,235.00"
2025-04-08T18:43:00.000Z,501.51,"305,692.00"
2025-04-08T18:44:00.000Z,501.53,"195,915.00"
2025-04-08T18:45:00.000Z,502.29,"338,720.00"
2025-04-08T18:46:00.000Z,503.18,"452,968.00"
2025-04-08T18:47:00.000Z,503.01,"232,075.00"
2025-04-08T18:48:00.000Z,502.86,"116,439.00"
2025-04-08T18:49:00.000Z,503.31,"163,431.00"
2025-04-08T18:50:00.000Z,503.28,"164,134.00"
2025-04-08T18:51:00.000Z,503.05,"154,396.00"
2025-04-08T18:52:00.000Z,503.77,"250,316.00"
2025-04-08T18:53:00.000Z,503.08,"190,323.00"
2025-04-08T18:54:00.000Z,502.86,"131,501.00"
2025-04-08T18:55:00.000Z,502.39,"182,143.00"
2025-04-08T18:56:00.000Z,501.98,"231,222.00"
2025-04-08T18:57:00.000Z,502.03,"207,130.00"
2025-04-08T18:58:00.000Z,502.18,"135,622.00"
2025-04-08T18:59:00.000Z,501.69,"86,587.00"
2025-04-08T19:00:00.000Z,501.66,"174,647.00"
2025-04-08T19:01:00.000Z,501.42,"121,817.00"
2025-04-08T19:02:00.000Z,501.2,"136,276.00"
2025-04-08T19:03:00.000Z,500.59,"289,834.00"
2025-04-08T19:04:00.000Z,500.37,"323,319.00"
2025-04-08T19:05:00.000Z,500.01,"437,867.00"
2025-04-08T19:06:00.000Z,498.82,"399,361.00"
2025-04-08T19:07:00.000Z,498.35,"359,487.00"
2025-04-08T19:08:00.000Z,498.61,"369,731.00"
2025-04-08T19:09:00.000Z,497.67,"502,927.00"
2025-04-08T19:10:00.000Z,498.17,"445,593.00"
2025-04-08T19:11:00.000Z,497.96,"305,436.00"
2025-04-08T19:12:00.000Z,497.54,"286,076.00"
2025-04-08T19:13:00.000Z,497.21,"502,210.00"
2025-04-08T19:14:00.000Z,496.61,"479,601.00"
2025-04-08T19:15:00.000Z,496.46,"314,763.00"
2025-04-08T19:16:00.000Z,495.23,"449,749.00"
2025-04-08T19:17:00.000Z,495.02,"792,597.00"
2025-04-08T19:18:00.000Z,495.42,"523,849.00"
2025-04-08T19:19:00.000Z,495.18,"748,531.00"
2025-04-08T19:20:00.000Z,495.83,"577,808.00"
2025-04-08T19:21:00.000Z,496.13,"552,195.00"
2025-04-08T19:22:00.000Z,495.94,"329,614.00"
2025-04-08T19:23:00.000Z,496.85,"586,962.00"
2025-04-08T19:24:00.000Z,496.99,"340,345.00"
2025-04-08T19:25:00.000Z,497.56,"566,610.00"
2025-04-08T19:26:00.000Z,497.34,"517,741.00"
2025-04-08T19:27:00.000Z,498.11,"460,569.00"
2025-04-08T19:28:00.000Z,498.21,"261,882.00"
2025-04-08T19:29:00.000Z,497.51,"279,924.00"
2025-04-08T19:30:00.000Z,497.07,"353,073.00"
2025-04-08T19:31:00.000Z,496.29,"364,959.00"
2025-04-08T19:32:00.000Z,496.05,"438,308.00"
2025-04-08T19:33:00.000Z,495.79,"312,301.00"
2025-04-08T19:34:00.000Z,495.29,"376,923.00"
2025-04-08T19:35:00.000Z,494.25,"780,854.00"
2025-04-08T19:36:00.000Z,493.22,"736,529.00"
2025-04-08T19:37:00.000Z,492.03,"716,017.00"
2025-04-08T19:38:00.000Z,491.77,"965,676.00"
2025-04-08T19:39:00.000Z,491.48,"879,826.00"
2025-04-08T19:40:00.000Z,492.98,"1,196,903.00"
2025-04-08T19:41:00.000Z,493.37,"789,279.00"
2025-04-08T19:42:00.000Z,492.37,"803,199.00"
2025-04-08T19:43:00.000Z,491.94,"742,025.00"
2025-04-08T19:44:00.000Z,490.61,"753,305.00"
2025-04-08T19:45:00.000Z,490.91,"899,326.00"
2025-04-08T19:46:00.000Z,490.34,"813,524.00"
2025-04-08T19:47:00.000Z,490.32,"828,667.00"
2025-04-08T19:48:00.000Z,490.15,"1,123,320.00"
2025-04-08T19:49:00.000Z,489.39,"988,493.00"
2025-04-08T19:50:00.000Z,492.66,"1,371,943.00"
2025-04-08T19:51:00.000Z,493.52,"1,168,669.00"
2025-04-08T19:52:00.000Z,494.35,"864,631.00"
2025-04-08T19:53:00.000Z,494.25,"868,351.00"
2025-04-08T19:54:00.000Z,495.93,"928,337.00"
2025-04-08T19:55:00.000Z,495.63,"1,172,727.00"
2025-04-08T19:56:00.000Z,495.71,"888,696.00"
2025-04-08T19:57:00.000Z,495.67,"1,023,040.00"
2025-04-08T19:58:00.000Z,495.89,"1,418,454.00"
2025-04-08T19:59:00.000Z,496.74,"3,840,235.00"
2025-04-09T13:30:00.000Z,494.4,"11,572,984.00"
2025-04-09T13:31:00.000Z,495.46,"729,333.00"
2025-04-09T13:32:00.000Z,496.55,"630,084.00"
2025-04-09T13:33:00.000Z,496.5,"614,114.00"
2025-04-09T13:34:00.000Z,495.32,"566,553.00"
2025-04-09T13:35:00.000Z,496.1,"443,889.00"
2025-04-09T13:36:00.000Z,495.46,"460,888.00"
2025-04-09T13:37:00.000Z,494.34,"715,432.00"
2025-04-09T13:38:00.000Z,498.13,"686,818.00"
2025-04-09T13:39:00.000Z,499.54,"667,376.00"
2025-04-09T13:40:00.000Z,500.2,"1,029,769.00"
2025-04-09T13:41:00.000Z,501.4,"709,473.00"
2025-04-09T13:42:00.000Z,500.25,"613,733.00"
2025-04-09T13:43:00.000Z,499.38,"462,312.00"
2025-04-09T13:44:00.000Z,498.05,"414,603.00"
2025-04-09T13:45:00.000Z,496.96,"705,329.00"
2025-04-09T13:46:00.000Z,497.2,"310,276.00"
2025-04-09T13:47:00.000Z,496.74,"418,096.00"
2025-04-09T13:48:00.000Z,497.55,"290,578.00"
2025-04-09T13:49:00.000Z,498.66,"401,908.00"
2025-04-09T13:50:00.000Z,498.5,"401,326.00"
2025-04-09T13:51:00.000Z,499.74,"295,834.00"
2025-04-09T13:52:00.000Z,499.92,"445,566.00"
2025-04-09T13:53:00.000Z,500.92,"284,356.00"
2025-04-09T13:54:00.000Z,500.28,"416,724.00"
2025-04-09T13:55:00.000Z,500.42,"273,456.00"
2025-04-09T13:56:00.000Z,501.24,"324,227.00"
2025-04-09T13:57:00.000Z,500.35,"253,942.00"
2025-04-09T13:58:00.000Z,500.48,"295,709.00"
2025-04-09T13:59:00.000Z,499.85,"226,707.00"
2025-04-09T14:00:00.000Z,502.16,"653,122.00"
2025-04-09T14:01:00.000Z,502.48,"328,834.00"
2025-04-09T14:02:00.000Z,502.38,"416,640.00"
2025-04-09T14:03:00.000Z,502.18,"375,813.00"
2025-04-09T14:04:00.000Z,502.03,"261,350.00"
2025-04-09T14:05:00.000Z,500.43,"341,901.00"
2025-04-09T14:06:00.000Z,498.89,"461,175.00"
2025-04-09T14:07:00.000Z,498.22,"438,916.00"
2025-04-09T14:08:00.000Z,498.99,"272,814.00"
2025-04-09T14:09:00.000Z,498.44,"367,314.00"
2025-04-09T14:10:00.000Z,499.81,"260,626.00"
2025-04-09T14:11:00.000Z,499.79,"332,072.00"
2025-04-09T14:12:00.000Z,498.97,"234,930.00"
2025-04-09T14:13:00.000Z,498.01,"284,161.00"
2025-04-09T14:14:00.000Z,497.32,"406,282.00"
2025-04-09T14:15:00.000Z,497.53,"367,340.00"
2025-04-09T14:16:00.000Z,497.96,"192,033.00"
2025-04-09T14:17:00.000Z,498.3,"143,133.00"
2025-04-09T14:18:00.000Z,,
2025-04-09T14:19:00.000Z,498.76,"507,467.00"
2025-04-09T14:20:00.000Z,498.83,"177,968.00"
2025-04-09T14:21:00.000Z,498.03,"189,841.00"
2025-04-09T14:22:00.000Z,497.69,"266,012.00"
2025-04-09T14:23:00.000Z,499.45,"405,260.00"
2025-04-09T14:24:00.000Z,498.91,"233,653.00"
2025-04-09T14:25:00.000Z,498.52,"268,148.00"
2025-04-09T14:26:00.000Z,498.51,"217,199.00"
2025-04-09T14:27:00.000Z,497.9,"1,677,362.00"
2025-04-09T14:28:00.000Z,498.01,"319,974.00"
2025-04-09T14:29:00.000Z,498.97,"228,365.00"
2025-04-09T14:30:00.000Z,499.29,"170,192.00"
2025-04-09T14:31:00.000Z,500,"305,962.00"
